status,tool,dbms,run,bug_id,first_seen_hours,first_seen_hours_rounded,log_path,validation_file,match_strength,reason,stack_top,sql_excerpt
counted_feedback_match,SQLeek,MySQL,r5,MY-REGEXP-AVG-FILESORT,0.958056,0.958056,/root/dfuzz-griffin/griffin_output/griffin_mysql_sqleek_rnd5/logSaved/id_000000_20260629_12h18m32s/griffin.log,mysql_9_7_0_regexp_avg_filesort_crash.sql,stack-match-same-top-reset-field,,[force_exit_all] #0 0x5c9f9b36fd2e (_Z17my_decimal2binaryjPK10my_decimalPhii+0x8e),"SELECT ( 2 + 2 ) / 2 AS x ; SELECT CAST( ( -1 < 31 ) AS CHAR ) ; SELECT CAST( ( -1 < 31 ) + 1 AS CHAR ) ; SELECT ( -2147483648 * -1 ) ; SELECT MOD ( -2147483648 , -1 ) ; WITH RECURSIVE x ( x ) AS ( SELECT 1 UNION SELECT 1 - x FROM x ) SELECT AVG ( x = 'databas"
counted_feedback_match,SQLeek,MySQL,r5,MY-GIS-CACHED-STR,2.670556,2.670556,/root/dfuzz-griffin/griffin_output/griffin_mysql_sqleek_rnd5/logSaved/id_000014_20260629_14h01m17s/griffin.log,mysql_9_7_0_gis_group_by_cached_item_str_crash.sql,feedback-family-stack-match,,[force_exit_all] #0 0x5a02647ef8eb (_ZN6String4copyERKS_+0x7b),"SELECT ST_ASTEXT ( ST_TRANSFORM ( ST_TRANSFORM ( ST_GEOMFROMTEXT ( 'POINT(0 0)' , 1000004326 ) , 4326 ) , 1000004326 ) ) AS x ; SELECT ST_ASTEXT ( ST_TRANSFORM ( ST_GEOMFROMTEXT ( 'POINT(0 0)' , 1000004326 ) , 4326 ) ) AS x ; SELECT ST_ASTEXT ( ST_TRANSFORM ( "
not_counted,SQLeek,MySQL,r2,MY-GIS-CACHED-STR,25.846111,25.846111,/root/dfuzz-griffin/griffin_output/griffin_mysql_sqleek_rnd2/logSaved/id_000014_20260601_18h23m09s/griffin.log,mysql_9_7_0_gis_group_by_cached_item_str_crash.sql,feedback-family-stack-match,outside 24h budget,[force_exit_all] #0 0x5fce5f2d28eb (_ZN6String4copyERKS_+0x7b),"SELECT ST_ASTEXT ( ST_TRANSFORM ( ST_GEOMFROMTEXT ( 'POINT(0 0)' , 4326 ) , 1000004326 ) ) AS x GROUP BY ROLLUP ( x , x ) ;child 85887 stoped signal number=11"
not_counted,SQLeek,MySQL,r2,MY-GIS-CACHED-STR,27.308333,27.308333,/root/dfuzz-griffin/griffin_output/griffin_mysql_sqleek_rnd2/logSaved/id_000015_20260601_19h50m53s/griffin.log,mysql_9_7_0_gis_group_by_cached_item_str_crash.sql,feedback-family-stack-match,outside 24h budget,[force_exit_all] #0 0x621d9df208eb (_ZN6String4copyERKS_+0x7b),"SELECT ST_ASTEXT ( ST_TRANSFORM ( ST_GEOMFROMTEXT ( 'POINT(0 0)' , 4326 ) , 1000004326 ) ) AS x GROUP BY ROLLUP ( x , x ) ;child 104127 stoped signal number=11"
not_counted,SQLeek,MySQL,r2,MY-GIS-CACHED-STR,27.526111,27.526111,/root/dfuzz-griffin/griffin_output/griffin_mysql_sqleek_rnd2/logSaved/id_000016_20260601_20h03m57s/griffin.log,mysql_9_7_0_gis_group_by_cached_item_str_crash.sql,feedback-family-stack-match,outside 24h budget,[force_exit_all] #0 0x644eb95e58eb (_ZN6String4copyERKS_+0x7b),"SELECT ST_ASTEXT ( ST_TRANSFORM ( ST_GEOMFROMTEXT ( 'POINT(0 0)' , 4326 ) , '2003-01-02 23:59:59+02:00' ) ) AS x ; SELECT ST_ASTEXT ( ST_TRANSFORM ( ST_GEOMFROMTEXT ( 'POINT(100 100)' , 1000004326 ) , 4326 ) ) AS x ; SELECT ST_ASTEXT ( ST_TRANSFORM ( ST_GEOMFR"
not_counted,SQLeek,MySQL,r2,MY-GIS-CACHED-STR,27.527500,27.5275,/root/dfuzz-griffin/griffin_output/griffin_mysql_sqleek_rnd2/logSaved/id_000017_20260601_20h04m02s/griffin.log,mysql_9_7_0_gis_group_by_cached_item_str_crash.sql,feedback-family-stack-match,outside 24h budget,[force_exit_all] #0 0x5b113ab228eb (_ZN6String4copyERKS_+0x7b),"SELECT ST_ASTEXT ( ST_TRANSFORM ( ST_GEOMFROMTEXT ( 'POINT(0 0)' , 4326 ) , '2003-01-02 23:59:59+02:00' ) ) AS x ; child 107130 stoped signal number=18 SELECT ST_ASTEXT ( ST_TRANSFORM ( ST_GEOMFROMTEXT ( 'POINT(100 100)' , 1000004326 ) , 4326 ) ) AS x ;  SELEC"
not_counted,SQLeek,MySQL,r2,MY-GIS-CACHED-STR,29.609167,29.609167,/root/dfuzz-griffin/griffin_output/griffin_mysql_sqleek_rnd2/logSaved/id_000018_20260601_22h08m56s/griffin.log,mysql_9_7_0_gis_group_by_cached_item_str_crash.sql,feedback-family-stack-match,outside 24h budget,[force_exit_all] #0 0x62235e6018eb (_ZN6String4copyERKS_+0x7b),"SELECT ST_ASTEXT ( ST_TRANSFORM ( ST_GEOMFROMTEXT ( 'POINT(0 0)' , 4326 ) , 1000004326 ) ) AS x GROUP BY x , abs ( x ) ;child 113261 stoped signal number=11"
not_counted,SQLeek,MySQL,r2,MY-GIS-CACHED-STR,32.634722,32.634722,/root/dfuzz-griffin/griffin_output/griffin_mysql_sqleek_rnd2/logSaved/id_000019_20260602_01h10m28s/griffin.log,mysql_9_7_0_gis_group_by_cached_item_str_crash.sql,stack-match,outside 24h budget,[force_exit_all] #0 0x6283c8c3e8eb (_ZN6String4copyERKS_+0x7b),"SELECT ST_LATITUDE ( 'abc\n123\n456\nxyz\n' , '(?m)^\\d+\\R\\d+$' ) GROUP BY 1 , 1 ;child 128039 stoped signal number=11"
not_counted,SQLeek,MySQL,r2,MY-GIS-CACHED-STR,32.636111,32.636111,/root/dfuzz-griffin/griffin_output/griffin_mysql_sqleek_rnd2/logSaved/id_000020_20260602_01h10m33s/griffin.log,mysql_9_7_0_gis_group_by_cached_item_str_crash.sql,stack-match,outside 24h budget,[force_exit_all] #0 0x575c0564c8eb (_ZN6String4copyERKS_+0x7b),"SELECT ST_LATITUDE ( 'abc\n123\n456\nxyz\n' , '(?m)^\\d+\\R\\d+$' ) GROUP BY 1 , 1 ; child 128245 stoped signal number=11"
not_counted,SQLeek,MySQL,r3,MY-GIS-CACHED-STR,24.401389,24.401389,/root/dfuzz-griffin/griffin_output/griffin_mysql_sqleek_rnd3/logSaved/id_000019_20260630_11h45m05s/griffin.log,mysql_9_7_0_gis_group_by_cached_item_str_crash.sql,feedback-family-stack-match,outside 24h budget,[force_exit_all] #0 0x55c6670a88eb (_ZN6String4copyERKS_+0x7b),"SELECT ST_ASTEXT ( ST_TRANSFORM ( ST_GEOMFROMTEXT ( 'POINT(-90 -90)' , 4326 ) , 1000004326 ) ) AS x GROUP BY ( x ) , ( x ) ;child 106059 stoped signal number=11"
not_counted,SQLeek,MySQL,r5,MY-REGEXP-AVG-FILESORT,24.563889,24.563889,/root/dfuzz-griffin/griffin_output/griffin_mysql_sqleek_rnd5/logSaved/id_000039_20260630_11h54m53s/griffin.log,mysql_9_7_0_regexp_avg_filesort_crash.sql,stack-match-same-top-reset-field,outside 24h budget,[force_exit_all] #0 0x61db24d6ad2e (_Z17my_decimal2binaryjPK10my_decimalPhii+0x8e),"SELECT ( 2 + 2 ) / 2 AS x ; SELECT CAST( ( -1 < 31 ) AS CHAR ) ; SELECT CAST( ( -1 < 31 ) + 1 AS CHAR ) ; SELECT ( -2147483648 * -1 ) ; SELECT MOD ( -2147483648 , json_extract ( '[ { ""a"": [3,4] }, { ""b"": 2 } ]' , '$[0].a' , '$[1].a' ) ) ; WITH RECURSIVE x ( x "
not_counted,SQLeek,MySQL,r5,MY-REGEXP-AVG-FILESORT,24.565000,24.565,/root/dfuzz-griffin/griffin_output/griffin_mysql_sqleek_rnd5/logSaved/id_000040_20260630_11h54m57s/griffin.log,mysql_9_7_0_regexp_avg_filesort_crash.sql,stack-match-same-top-reset-field,outside 24h budget,[force_exit_all] #0 0x62f3533e6d2e (_Z17my_decimal2binaryjPK10my_decimalPhii+0x8e),"SELECT ( 2 + 2 ) / 2 AS x ;  SELECT CAST( ( -1 < 31 ) AS CHAR ) ;  SELECT CAST( ( -1 < 31 ) + 1 AS CHAR ) ;  SELECT ( -2147483648 * -1 ) ;  SELECT MOD ( -2147483648 , json_extract ( '[ { ""a"": [3,4] }, { ""b"": 2 } ]' , '$[0].a' , '$[1].a' ) ) ;  WITH RECURSIVE x"
not_counted,SQLeek,MySQL,r5,MY-GIS-CACHED-STR,25.140000,25.14,/root/dfuzz-griffin/griffin_output/griffin_mysql_sqleek_rnd5/logSaved/id_000041_20260630_12h29m27s/griffin.log,mysql_9_7_0_gis_group_by_cached_item_str_crash.sql,feedback-family-stack-match,outside 24h budget,[force_exit_all] #0 0x60c5eba958eb (_ZN6String4copyERKS_+0x7b),"SELECT ST_ASTEXT ( ST_TRANSFORM ( ST_GEOMFROMTEXT ( 'POINT(0 0)' , 4326 ) , 1000004326 ) ) AS should_be_0_0 ;  SELECT ST_ASTEXT ( ST_TRANSFORM ( ST_GEOMFROMTEXT ( 'POINT(100 100)' , 1000004326 ) , 4326 ) ) AS should_be_90_90 ;  SELECT ST_ASTEXT ( ST_TRANSFORM "
not_counted,SQLeek,MySQL,r5,MY-REGEXP-AVG-FILESORT,25.217500,25.2175,/root/dfuzz-griffin/griffin_output/griffin_mysql_sqleek_rnd5/logSaved/id_000042_20260630_12h34m06s/griffin.log,mysql_9_7_0_regexp_avg_filesort_crash.sql,stack-match-same-top-reset-field,outside 24h budget,[force_exit_all] #0 0x578a3e5ecd2e (_Z17my_decimal2binaryjPK10my_decimalPhii+0x8e),"SELECT ( 2 + 2 ) / 2 AS x ; SELECT CAST( ( -1 < 31 ) AS CHAR ) ; SELECT CAST( ( -1 < 31 ) + 1 AS CHAR ) ; SELECT ( -2147483648 * -1 ) ; SELECT MOD ( -2147483648 , -1 ) ; WITH RECURSIVE x ( x ) AS ( SELECT 1 UNION SELECT 1 - x FROM x ) SELECT AVG ( x = 'databas"
not_counted,SQLeek,MySQL,r5,MY-REGEXP-AVG-FILESORT,25.218611,25.218611,/root/dfuzz-griffin/griffin_output/griffin_mysql_sqleek_rnd5/logSaved/id_000043_20260630_12h34m10s/griffin.log,mysql_9_7_0_regexp_avg_filesort_crash.sql,stack-match-same-top-reset-field,outside 24h budget,[force_exit_all] #0 0x598d65c16d2e (_Z17my_decimal2binaryjPK10my_decimalPhii+0x8e),"SELECT ( 2 + 2 ) / 2 AS x ;  SELECT CAST( ( -1 < 31 ) AS CHAR ) ;  SELECT CAST( ( -1 < 31 ) + 1 AS CHAR ) ;  SELECT ( -2147483648 * -1 ) ;  SELECT MOD ( -2147483648 , -1 ) ;  WITH RECURSIVE x ( x ) AS ( SELECT 1 UNION SELECT 1 - x FROM x ) SELECT AVG ( x = 'da"
not_counted,SQLeek,MySQL,r5,MY-REGEXP-AVG-FILESORT,25.324167,25.324167,/root/dfuzz-griffin/griffin_output/griffin_mysql_sqleek_rnd5/logSaved/id_000044_20260630_12h40m30s/griffin.log,mysql_9_7_0_regexp_avg_filesort_crash.sql,stack-match-same-top-reset-field,outside 24h budget,[force_exit_all] #0 0x55be39e93d2e (_Z17my_decimal2binaryjPK10my_decimalPhii+0x8e),"SELECT ( 2 + 2 ) / 2 AS x ; SELECT CAST( ( -1 < 31 ) AS CHAR ) ; SELECT CAST( ( -1 < 31 ) + 1 AS CHAR ) ; SELECT ( -2147483648 * -1 ) ; SELECT MOD ( -2147483648 , -1 ) ; WITH RECURSIVE x ( x ) AS ( WITH x ( x ) AS ( SELECT round ( -15.600000 , -1 ) ) SELECT 1 "
not_counted,SQLeek,MySQL,r5,MY-REGEXP-AVG-FILESORT,25.325833,25.325833,/root/dfuzz-griffin/griffin_output/griffin_mysql_sqleek_rnd5/logSaved/id_000045_20260630_12h40m36s/griffin.log,mysql_9_7_0_regexp_avg_filesort_crash.sql,stack-match-same-top-reset-field,outside 24h budget,[force_exit_all] #0 0x62d6e4df5d2e (_Z17my_decimal2binaryjPK10my_decimalPhii+0x8e),"SELECT ( 2 + 2 ) / 2 AS x ;  SELECT CAST( ( -1 < 31 ) AS CHAR ) ;  SELECT CAST( ( -1 < 31 ) + 1 AS CHAR ) ;  SELECT ( -2147483648 * -1 ) ;  SELECT MOD ( -2147483648 , -1 ) ;  WITH RECURSIVE x ( x ) AS ( WITH x ( x ) AS ( SELECT round ( -15.600000 , -1 ) ) SELE"
